profile_id,education_level,OL_subject_0_score,OL_subject_1_score,OL_subject_2_score,OL_subject_3_score,AL_stream,AL_subject_0_score,AL_subject_1_score,AL_subject_2_score,university_score,gpa
1324,0,78,42,71,85,,,,,,
1325,2,4,31,51,24,3,,,,89,3.14
1326,2,33,64,73,16,4,,,,92,2.86
1327,0,16,57,50,24,,,,,,
1328,1,58,8,89,85,4,,,,,
1329,2,85,15,48,62,3,,,,96,3.49
1330,0,64,1,60,29,,,,,,
1331,2,65,9,80,13,0,95,98,22,82,3.37
1332,1,62,37,84,33,0,27,54,92,,
1333,1,76,43,42,67,1,47,48,,,
1334,0,26,56,61,10,,,,,,
1335,1,28,14,81,66,1,73,7,,,
1336,1,97,96,1,2,1,21,7,,,
1337,1,80,46,85,82,4,,,,,
1338,2,62,80,83,79,4,,,,82,2.95
1339,1,65,58,24,90,1,88,19,,,
1340,0,6,69,71,61,,,,,,
1341,1,77,11,2,48,2,,,,,
1342,2,62,30,24,1,4,,,,78,3.88
1343,2,63,80,41,45,4,,,,73,3.02
1344,1,62,77,13,67,4,,,,,
1345,0,36,27,56,66,,,,,,
1346,1,80,30,62,68,3,,,,,
1347,2,67,74,71,70,4,,,,82,3.36
1348,2,7,79,65,65,0,14,51,99,92,2.97
1349,1,74,33,79,31,4,,,,,
1350,1,51,39,67,35,0,84,23,87,,
1351,1,12,64,86,7,1,38,60,,,
1352,1,36,12,12,90,1,35,92,,,
1353,0,98,86,58,73,,,,,,
1354,0,53,45,19,42,,,,,,
1355,2,9,37,64,53,3,,,,96,3.63
1356,2,1,3,26,87,4,,,,67,3.35
1357,1,99,29,14,42,3,,,,,
1358,0,10,89,89,79,,,,,,
1359,0,19,15,37,0,,,,,,
1360,0,30,48,8,35,,,,,,
1361,2,25,63,11,56,1,82,50,,89,3.65
1362,1,53,52,68,66,1,95,26,,,
1363,2,59,98,61,4,1,10,45,,62,3.08
1364,0,78,84,25,28,,,,,,
1365,1,60,95,52,82,0,32,0,76,,
1366,0,60,78,49,26,,,,,,
1367,1,38,91,24,83,2,,,,,
1368,1,90,88,73,35,2,,,,,
1369,2,42,48,13,66,3,,,,68,2.61
1370,2,30,92,45,18,3,,,,84,2.96
1371,0,16,67,28,90,,,,,,
1372,0,18,55,2,33,,,,,,
1373,1,3,67,26,71,1,80,5,,,
1374,2,18,67,19,84,3,,,,88,2.98
1375,0,64,30,40,5,,,,,,
1376,0,66,24,83,18,,,,,,
1377,2,35,99,30,47,1,73,4,,86,2.86
1378,1,47,88,27,96,0,91,83,22,,
1379,1,3,61,1,15,2,,,,,
1380,1,64,63,74,29,4,,,,,
1381,2,57,31,88,78,1,56,63,,91,2.82
1382,0,66,92,54,80,,,,,,
1383,0,98,21,77,95,,,,,,
1384,0,73,7,86,73,,,,,,
1385,1,61,3,81,60,1,45,56,,,
1386,2,16,5,57,74,4,,,,94,3.56
1387,1,29,63,32,85,0,3,70,16,,
1388,0,27,99,87,78,,,,,,
1389,2,47,36,60,44,2,,,,82,2.82
1390,1,10,39,39,78,1,8,55,,,
1391,0,14,47,73,51,,,,,,
1392,0,42,46,32,84,,,,,,
1393,1,39,3,34,92,4,,,,,
1394,2,91,60,93,13,2,,,,86,2.57
1395,0,1,85,84,31,,,,,,
1396,0,30,64,22,68,,,,,,
1397,1,72,10,30,91,0,64,69,86,,
1398,2,94,12,15,7,4,,,,82,4.0
1399,0,56,33,23,62,,,,,,
1400,1,83,74,76,33,4,,,,,
1401,1,43,64,2,41,4,,,,,
1402,0,35,51,85,55,,,,,,
1403,2,7,72,17,96,4,,,,97,2.87
1404,0,22,77,50,10,,,,,,
1405,0,63,26,48,46,,,,,,
1406,2,69,92,85,98,2,,,,73,3.01
1407,1,31,94,19,34,4,,,,,
1408,0,0,60,77,50,,,,,,
1409,0,0,55,32,8,,,,,,
1410,0,2,89,84,51,,,,,,
1411,0,61,3,41,15,,,,,,
1412,0,58,48,71,79,,,,,,
1413,1,72,51,93,15,1,10,56,,,
1414,2,26,69,80,58,1,34,45,,62,3.83
1415,0,0,48,37,51,,,,,,
1416,2,94,0,10,37,4,,,,61,2.87
1417,1,19,77,10,70,4,,,,,
1418,0,22,73,71,82,,,,,,
1419,2,27,8,45,74,1,69,19,,83,3.43
1420,0,60,68,64,84,,,,,,
1421,2,20,27,24,6,2,,,,90,3.82
1422,1,51,87,91,33,1,13,37,,,
1423,0,36,22,36,57,,,,,,
1424,0,32,21,36,70,,,,,,
1425,1,3,1,59,43,2,,,,,
1426,2,61,43,73,91,1,90,70,,85,3.57
1427,2,86,69,87,56,4,,,,98,3.36
1428,0,9,86,1,66,,,,,,
1429,2,23,42,57,99,0,28,6,32,77,2.93
1430,2,74,72,78,15,0,1,77,67,67,2.99
1431,1,47,18,1,16,1,35,32,,,
1432,0,8,38,83,51,,,,,,
1433,1,12,36,86,8,0,73,24,76,,
1434,0,28,19,77,89,,,,,,
1435,1,94,65,67,2,4,,,,,
1436,0,98,89,69,37,,,,,,
1437,1,24,74,73,93,0,91,34,31,,
1438,2,68,54,3,58,1,8,1,,78,3.32
1439,1,95,60,90,22,0,28,28,40,,
1440,0,8,46,95,90,,,,,,
1441,2,3,86,90,58,3,,,,70,3.66
1442,2,28,1,85,75,0,30,40,88,63,2.71
1443,0,47,99,5,63,,,,,,
1444,2,56,15,9,89,0,2,29,32,60,3.85
1445,1,86,36,21,24,1,44,61,,,
1446,0,57,34,82,46,,,,,,
1447,0,3,33,34,36,,,,,,
1448,1,14,78,27,91,2,,,,,
1449,1,28,30,18,35,0,55,32,9,,
1450,0,69,35,78,19,,,,,,
1451,1,44,15,84,36,1,8,30,,,
1452,1,14,68,18,85,2,,,,,
1453,2,89,87,17,10,4,,,,75,3.65
1454,1,49,89,28,24,1,60,32,,,
1455,0,6,14,23,64,,,,,,
1456,2,41,63,39,79,3,,,,66,3.16
1457,1,65,41,38,85,2,,,,,
1458,1,88,12,59,92,2,,,,,
1459,0,72,84,42,20,,,,,,
1460,0,25,72,14,93,,,,,,
1461,0,57,78,11,96,,,,,,
1462,1,25,26,49,64,1,30,29,,,
1463,2,6,54,61,55,2,,,,76,3.68
1464,1,9,85,94,29,0,14,64,3,,
1465,1,95,8,40,93,0,60,76,82,,
1466,2,39,85,40,76,1,82,50,,62,3.43
1467,1,65,61,1,26,0,58,48,31,,
1468,0,6,77,88,57,,,,,,
1469,0,81,91,85,44,,,,,,
1470,0,70,98,40,22,,,,,,
1471,1,63,25,89,60,0,97,12,83,,
1472,1,33,30,6,65,3,,,,,
1473,2,93,75,40,43,4,,,,84,3.19
1474,0,20,27,5,77,,,,,,
1475,1,45,70,62,22,4,,,,,
1476,0,2,68,18,18,,,,,,
1477,1,64,0,67,3,2,,,,,
1478,0,97,34,50,67,,,,,,
1479,1,98,48,39,21,3,,,,,
1480,2,22,15,61,24,1,44,66,,85,3.09
1481,1,33,9,91,11,4,,,,,
1482,1,94,34,33,31,0,90,20,62,,
1483,2,94,10,9,16,1,55,72,,72,3.47
1484,2,22,20,92,18,1,52,69,,73,3.09
1485,1,35,63,45,90,0,83,75,89,,
1486,2,27,93,65,35,2,,,,94,4.0
1487,2,35,50,92,9,1,85,29,,79,3.42
1488,0,86,93,72,12,,,,,,
1489,1,88,60,36,62,2,,,,,
1490,2,54,12,61,72,1,13,37,,60,3.72
1491,0,97,0,6,75,,,,,,
1492,1,66,77,29,69,0,58,92,0,,
1493,0,6,10,76,21,,,,,,
1494,0,99,27,60,61,,,,,,
1495,2,59,89,93,10,4,,,,77,2.84
1496,0,21,4,13,9,,,,,,
1497,0,69,7,37,69,,,,,,
1498,1,49,58,30,57,1,16,56,,,
1499,2,11,71,29,61,0,39,51,83,87,3.64
1500,1,35,52,47,44,0,18,33,74,,
1501,1,38,44,25,99,2,,,,,
1502,0,85,39,64,95,,,,,,
1503,0,15,10,35,27,,,,,,
1504,0,88,55,51,19,,,,,,
1505,2,97,87,51,4,0,35,3,77,85,3.6
1506,1,89,79,92,39,4,,,,,
1507,0,86,27,65,37,,,,,,
1508,2,44,63,81,4,2,,,,98,2.71
1509,0,80,82,72,86,,,,,,
1510,1,65,58,64,4,0,80,36,4,,
1511,2,11,50,77,91,0,22,74,95,96,3.2
1512,2,14,73,73,86,4,,,,67,3.03
1513,0,65,94,91,15,,,,,,
1514,2,76,44,32,75,3,,,,87,2.71
1515,0,18,33,50,18,,,,,,
1516,1,48,98,9,59,3,,,,,
1517,2,77,17,54,57,2,,,,81,2.79
1518,1,91,27,18,96,3,,,,,
1519,2,78,89,53,4,2,,,,79,3.4
1520,2,31,32,80,68,2,,,,73,3.39
1521,1,16,11,63,88,0,33,2,7,,
1522,1,91,84,23,49,2,,,,,
1523,1,65,5,1,67,1,75,9,,,
1524,1,33,20,20,33,1,49,20,,,
1525,1,97,14,70,40,0,74,67,97,,
1526,2,88,10,30,13,0,39,15,71,93,3.09
1527,2,68,63,6,87,2,,,,90,3.4
1528,0,64,54,15,90,,,,,,
1529,2,46,52,95,75,2,,,,99,3.59
1530,1,95,73,23,18,2,,,,,
1531,2,68,29,69,76,2,,,,61,3.63
1532,1,3,93,26,50,4,,,,,
1533,2,47,87,56,19,2,,,,68,3.17
1534,1,15,50,18,29,0,43,36,0,,
1535,0,5,22,20,21,,,,,,
1536,2,41,22,85,42,2,,,,78,3.22
1537,0,58,46,76,54,,,,,,
1538,0,63,88,23,20,,,,,,
1539,2,36,44,52,27,3,,,,91,2.85
1540,1,25,57,24,62,0,44,41,36,,
1541,2,91,36,46,58,3,,,,90,3.16
1542,1,91,94,52,30,3,,,,,
1543,2,21,83,35,28,4,,,,69,3.28
1544,2,42,54,49,55,1,86,39,,69,3.16
1545,1,55,15,56,91,4,,,,,
1546,0,86,59,84,0,,,,,,
1547,0,33,50,88,63,,,,,,
1548,2,12,89,56,41,1,70,54,,61,3.31
1549,2,66,24,5,97,1,64,42,,62,2.86
1550,1,5,19,5,1,1,81,48,,,
1551,2,55,66,77,90,3,,,,60,3.05
1552,0,61,26,14,18,,,,,,
1553,0,59,27,7,95,,,,,,
1554,2,74,96,88,89,1,88,55,,62,3.4
1555,2,79,71,53,91,0,1,97,54,70,3.21
1556,2,30,57,20,11,0,19,59,7,98,2.41
1557,1,34,29,1,10,0,82,78,62,,
1558,1,98,76,3,66,4,,,,,
1559,0,83,54,23,68,,,,,,
1560,2,7,98,94,71,2,,,,68,3.19
1561,2,12,34,35,61,2,,,,87,3.31
1562,0,11,64,5,39,,,,,,
1563,0,42,12,57,64,,,,,,
1564,1,14,30,65,10,2,,,,,
1565,2,80,6,49,30,2,,,,98,2.99
1566,2,65,85,44,23,4,,,,79,2.87
1567,1,30,93,76,45,1,4,7,,,
1568,2,35,59,74,13,2,,,,77,3.76
1569,2,19,78,81,23,4,,,,81,3.55
1570,1,39,1,86,69,1,1,4,,,
1571,0,95,44,0,11,,,,,,
1572,2,48,31,20,96,3,,,,90,3.57
1573,0,72,43,1,27,,,,,,
1574,1,37,83,51,23,4,,,,,
1575,0,84,24,52,15,,,,,,
1576,2,35,2,73,30,0,97,21,1,69,2.91
1577,0,45,60,62,22,,,,,,
1578,1,86,10,52,76,0,96,81,70,,
1579,1,27,36,93,53,2,,,,,
1580,1,92,92,4,66,4,,,,,
1581,1,87,68,3,86,1,91,6,,,
1582,0,66,90,89,93,,,,,,
1583,1,4,46,85,95,4,,,,,
1584,2,24,0,27,93,1,25,8,,77,2.85
1585,1,25,86,1,12,3,,,,,
1586,2,10,75,4,25,1,57,93,,74,2.79
1587,0,52,98,50,4,,,,,,
1588,0,29,63,53,40,,,,,,
1589,2,74,1,0,4,2,,,,82,3.37
1590,1,88,29,63,42,2,,,,,
1591,0,16,68,51,35,,,,,,
1592,0,17,86,39,6,,,,,,
1593,0,40,37,62,65,,,,,,
1594,0,5,8,96,80,,,,,,
1595,0,74,34,15,61,,,,,,
1596,0,77,1,62,11,,,,,,
1597,2,15,52,11,74,0,66,43,63,61,2.96
1598,2,80,91,58,60,4,,,,79,2.86
1599,1,60,26,81,87,1,25,13,,,
1600,1,30,82,7,48,3,,,,,
1601,1,89,5,83,71,4,,,,,
1602,2,4,60,34,58,4,,,,95,3.26
1603,0,44,26,2,27,,,,,,
1604,0,18,22,47,53,,,,,,
1605,2,2,6,87,4,4,,,,66,3.7
1606,1,63,31,81,52,2,,,,,
1607,0,32,52,2,95,,,,,,
1608,2,95,38,61,21,4,,,,75,3.17
1609,2,26,67,50,64,3,,,,91,3.78
1610,1,17,7,40,20,4,,,,,
1611,2,78,50,86,82,4,,,,83,3.26
1612,2,16,34,47,40,1,46,36,,87,3.73
1613,0,47,1,55,4,,,,,,
1614,0,80,24,68,70,,,,,,
1615,0,90,0,29,18,,,,,,
1616,1,90,70,85,29,0,46,39,47,,
1617,0,27,17,15,90,,,,,,
1618,0,1,63,16,77,,,,,,
1619,2,18,5,40,22,2,,,,76,2.66
1620,0,27,87,49,67,,,,,,
1621,2,69,42,34,43,4,,,,71,2.99
1622,2,87,36,91,0,2,,,,60,3.18
1623,0,61,84,44,77,,,,,,
1624,1,82,76,74,32,2,,,,,
1625,2,14,90,51,74,3,,,,99,3.79
1626,2,13,47,69,40,2,,,,74,2.88
1627,2,80,39,73,73,0,91,25,46,62,3.26
1628,2,30,71,44,97,4,,,,81,2.86
1629,2,70,75,14,32,0,72,86,34,88,3.38
1630,0,91,3,14,4,,,,,,
1631,1,27,72,0,33,0,6,48,95,,
1632,0,89,97,47,50,,,,,,
1633,2,92,32,92,7,3,,,,96,3.0
1634,0,64,29,13,2,,,,,,
1635,2,19,11,12,52,4,,,,63,3.28
1636,1,70,80,12,14,3,,,,,
1637,1,36,58,22,46,1,59,89,,,
1638,0,2,25,73,38,,,,,,
1639,2,23,99,47,43,0,64,87,76,78,2.61
1640,0,43,63,71,19,,,,,,
1641,0,83,46,51,44,,,,,,
1642,0,58,61,19,48,,,,,,
1643,2,21,39,25,81,3,,,,89,2.66
1644,2,94,74,29,44,3,,,,60,2.84
1645,1,2,40,1,64,1,23,29,,,
1646,0,78,86,87,47,,,,,,
1647,1,45,20,45,20,3,,,,,
1648,2,46,55,83,52,1,13,92,,84,2.8
1649,0,36,94,11,63,,,,,,
1650,0,61,41,34,42,,,,,,
1651,2,22,87,56,52,1,54,59,,73,3.57
1652,2,73,15,72,17,3,,,,82,2.89
1653,2,18,72,34,52,1,58,53,,89,2.46
1654,1,44,84,98,8,4,,,,,
1655,2,70,60,34,38,3,,,,69,3.1
1656,0,86,53,90,84,,,,,,
1657,0,64,44,25,15,,,,,,
1658,0,4,53,46,76,,,,,,
1659,0,32,38,12,56,,,,,,
1660,2,28,8,4,21,2,,,,69,3.33
1661,2,92,27,47,18,1,74,9,,64,3.86
1662,2,31,78,40,59,0,58,39,90,84,2.62
1663,2,9,28,46,49,3,,,,84,3.45
1664,2,82,45,70,48,0,86,58,46,76,3.34
1665,0,19,5,37,54,,,,,,
1666,0,95,47,72,12,,,,,,
1667,1,80,86,38,98,3,,,,,
1668,2,60,39,98,21,2,,,,61,3.55
1669,0,89,74,31,2,,,,,,
1670,2,7,2,83,44,1,87,75,,90,3.08
1671,1,45,95,47,89,2,,,,,
1672,2,71,22,51,76,4,,,,72,2.72
1673,2,63,57,55,11,3,,,,77,3.12
1674,0,61,64,98,79,,,,,,
1675,1,0,56,63,46,0,40,34,59,,
1676,1,67,24,46,27,2,,,,,
1677,2,19,1,22,60,1,97,50,,87,3.51
1678,1,60,26,75,51,0,50,2,71,,
1679,1,18,42,13,13,2,,,,,
1680,2,1,51,20,24,2,,,,65,3.72
1681,0,13,84,2,50,,,,,,
1682,2,84,33,50,70,4,,,,91,2.87
1683,0,40,35,89,47,,,,,,
1684,0,99,69,77,81,,,,,,
1685,0,50,67,57,5,,,,,,
1686,1,95,75,87,28,0,24,1,45,,
1687,0,71,69,8,13,,,,,,
1688,0,16,16,50,28,,,,,,
1689,1,18,92,2,91,1,31,12,,,
1690,1,20,46,4,4,1,59,80,,,
1691,0,10,42,24,85,,,,,,
1692,1,25,75,93,43,2,,,,,
1693,0,5,88,89,26,,,,,,
1694,1,20,32,43,7,3,,,,,
1695,0,4,29,14,49,,,,,,
1696,2,36,41,20,87,0,12,40,16,73,3.04
1697,2,94,35,30,29,4,,,,80,2.7
1698,1,20,2,31,85,3,,,,,
1699,1,64,7,75,48,1,49,42,,,
1700,1,92,88,51,99,3,,,,,
1701,0,26,87,59,14,,,,,,
1702,2,64,5,0,84,1,78,0,,62,3.63
1703,2,29,82,55,79,3,,,,65,3.27
1704,0,50,67,78,66,,,,,,
1705,2,25,48,1,27,2,,,,94,3.46
1706,2,13,75,91,88,4,,,,78,3.32
1707,0,94,67,49,57,,,,,,
1708,0,56,88,97,56,,,,,,
1709,0,2,44,65,22,,,,,,
1710,2,73,24,30,81,2,,,,76,2.51
1711,1,70,53,34,75,4,,,,,
1712,0,37,5,94,6,,,,,,
1713,0,3,51,79,97,,,,,,
1714,1,92,73,14,85,2,,,,,
1715,0,14,53,95,52,,,,,,
1716,1,24,11,55,55,3,,,,,
1717,2,52,77,51,72,3,,,,87,2.83
1718,1,36,22,56,74,1,21,63,,,
1719,2,15,10,49,10,4,,,,90,3.37
1720,2,22,58,7,47,1,67,38,,93,2.5
1721,0,57,20,99,91,,,,,,
1722,0,88,47,45,78,,,,,,
1723,2,97,45,9,5,2,,,,99,3.24
1724,0,65,98,9,55,,,,,,
1725,1,9,61,68,34,2,,,,,
1726,2,76,15,26,54,0,11,71,17,63,3.56
1727,1,73,42,31,89,2,,,,,
1728,0,88,27,84,15,,,,,,
1729,1,18,48,46,16,4,,,,,
1730,2,85,26,2,31,4,,,,78,3.16
1731,0,0,40,84,39,,,,,,
1732,1,62,19,12,48,4,,,,,
1733,1,65,60,57,35,4,,,,,
1734,1,23,56,76,94,1,77,60,,,
1735,0,13,51,77,93,,,,,,
1736,2,43,73,87,99,4,,,,67,3.11
1737,0,18,27,92,91,,,,,,
1738,1,26,9,94,75,0,51,34,60,,
1739,2,95,51,15,38,3,,,,91,3.77
1740,1,17,52,48,89,2,,,,,
1741,1,5,53,20,39,0,87,31,84,,
1742,1,47,68,70,11,3,,,,,
1743,1,79,36,25,39,0,41,89,72,,
1744,2,57,84,33,9,3,,,,79,2.77
1745,1,39,68,97,75,3,,,,,
1746,1,5,45,0,34,1,18,93,,,
1747,0,49,91,79,11,,,,,,
1748,1,58,42,49,3,2,,,,,
1749,1,1,12,21,82,2,,,,,
1750,1,82,92,66,40,2,,,,,
1751,1,67,10,93,49,0,37,86,10,,
1752,2,44,22,91,95,2,,,,81,2.58
1753,2,70,33,97,25,0,42,77,79,78,2.98
1754,2,19,92,72,18,4,,,,64,3.2
1755,2,27,85,4,28,3,,,,75,2.66
1756,2,67,82,64,0,1,46,19,,68,2.82
1757,0,96,42,58,85,,,,,,
1758,0,47,18,24,78,,,,,,
1759,0,11,95,56,76,,,,,,
1760,0,72,13,98,58,,,,,,
1761,2,95,15,35,44,2,,,,73,2.9
1762,1,42,14,73,65,4,,,,,
1763,1,62,22,32,35,4,,,,,
1764,0,1,91,30,30,,,,,,
1765,2,50,12,51,71,1,6,36,,93,3.41
1766,2,44,93,37,66,3,,,,63,3.49
1767,0,3,21,45,60,,,,,,
1768,2,10,24,24,38,2,,,,71,4.0
1769,2,66,47,8,63,3,,,,66,2.88
1770,1,71,44,10,33,4,,,,,
1771,0,23,16,48,45,,,,,,
1772,1,70,60,59,59,3,,,,,
1773,0,82,87,30,59,,,,,,
1774,1,84,28,63,0,2,,,,,
1775,1,53,23,99,19,0,57,1,90,,
1776,0,85,41,68,50,,,,,,
1777,2,78,51,75,97,0,61,8,13,77,2.51
1778,0,88,16,6,50,,,,,,
1779,0,93,4,53,78,,,,,,
1780,0,68,46,80,11,,,,,,
1781,0,27,86,74,89,,,,,,
1782,1,41,52,58,90,1,50,11,,,
1783,2,96,60,23,17,0,43,69,87,73,3.77
1784,1,76,53,33,20,0,87,14,37,,
1785,0,40,81,4,19,,,,,,
1786,1,28,70,15,45,2,,,,,
1787,2,25,59,69,73,0,31,52,70,72,3.23
1788,2,28,82,8,85,4,,,,66,3.2
1789,0,33,97,17,0,,,,,,
1790,1,48,62,38,50,2,,,,,
1791,0,76,12,10,59,,,,,,
1792,1,45,1,4,71,4,,,,,
1793,0,14,59,82,30,,,,,,
1794,1,71,7,64,46,1,39,24,,,
1795,0,34,20,88,63,,,,,,
1796,0,86,96,9,10,,,,,,
1797,1,78,49,24,65,2,,,,,
1798,0,57,15,81,41,,,,,,
1799,1,80,21,8,6,0,77,15,95,,
1800,2,84,14,63,26,2,,,,93,2.98
1801,1,45,35,56,45,3,,,,,
1802,2,8,52,24,84,4,,,,82,3.12
1803,1,55,57,11,85,3,,,,,
1804,1,99,59,0,14,1,90,62,,,
1805,0,81,36,51,67,,,,,,
1806,1,69,35,33,33,3,,,,,
1807,1,94,97,23,79,4,,,,,
1808,2,56,49,97,51,2,,,,95,3.01
1809,2,94,38,52,69,3,,,,72,3.24
1810,1,96,36,95,34,3,,,,,
1811,2,98,6,17,19,2,,,,92,3.49
1812,1,77,10,76,39,3,,,,,
1813,0,56,27,68,8,,,,,,
1814,2,78,60,69,2,3,,,,91,2.64
1815,0,81,4,77,79,,,,,,
1816,0,68,6,56,47,,,,,,
1817,1,76,86,69,10,2,,,,,
1818,0,43,42,2,35,,,,,,
1819,1,77,35,12,49,2,,,,,
1820,1,72,6,11,80,3,,,,,
1821,2,56,25,26,75,3,,,,96,2.85
1822,0,12,65,47,44,,,,,,
1823,2,12,26,33,33,3,,,,77,2.9
1824,1,74,66,9,72,0,71,26,21,,
1825,1,73,0,9,58,4,,,,,
1826,2,0,35,89,74,1,90,50,,68,3.06
1827,2,98,46,59,88,4,,,,95,3.38
1828,2,23,64,51,31,4,,,,91,3.39
1829,0,5,13,3,62,,,,,,
1830,0,25,92,41,85,,,,,,
1831,1,14,73,34,8,1,96,68,,,
1832,0,72,14,81,15,,,,,,
1833,0,74,28,97,89,,,,,,
1834,2,99,46,32,30,1,39,36,,94,3.22
1835,1,63,36,38,94,0,54,25,24,,
1836,0,80,96,4,65,,,,,,
1837,2,19,82,5,74,3,,,,91,3.25
1838,0,16,15,54,91,,,,,,
1839,1,9,80,87,3,4,,,,,
1840,1,46,44,8,92,0,3,87,91,,
1841,0,39,27,80,26,,,,,,
1842,0,86,70,43,18,,,,,,
1843,1,16,18,2,47,2,,,,,
1844,2,97,68,66,57,2,,,,67,3.32
1845,0,29,79,17,25,,,,,,
1846,1,48,24,74,93,4,,,,,
1847,1,86,54,65,41,1,10,58,,,
1848,2,48,56,21,94,3,,,,63,3.66
1849,2,12,86,69,24,4,,,,64,3.72
1850,1,74,69,30,90,2,,,,,
1851,2,56,3,12,94,3,,,,95,2.9
1852,1,12,82,57,43,4,,,,,
1853,0,65,32,49,10,,,,,,
1854,1,49,27,27,36,3,,,,,
1855,1,32,62,25,28,0,71,44,93,,
1856,2,98,8,36,33,2,,,,95,3.14
1857,2,24,76,10,47,2,,,,68,3.48
1858,1,67,58,39,85,2,,,,,
1859,0,37,12,43,91,,,,,,
1860,0,75,32,22,2,,,,,,
1861,1,41,29,28,31,0,9,63,45,,
1862,1,32,89,28,48,2,,,,,
1863,0,90,8,15,16,,,,,,
1864,2,97,20,50,25,2,,,,86,2.59
1865,1,22,37,36,54,4,,,,,
1866,0,43,14,98,18,,,,,,
1867,2,56,39,58,0,4,,,,97,2.83
1868,1,61,98,23,86,0,22,93,60,,
1869,2,19,85,53,12,3,,,,71,3.24
1870,2,4,59,39,33,2,,,,92,2.93
1871,0,36,41,56,45,,,,,,
1872,2,34,4,14,97,4,,,,82,3.46
1873,2,72,7,13,60,2,,,,74,2.78
1874,2,92,24,79,8,3,,,,85,3.6
1875,0,73,52,73,28,,,,,,
1876,1,45,25,29,55,2,,,,,
1877,1,97,64,19,83,3,,,,,
1878,1,51,48,68,79,1,70,72,,,
1879,1,77,42,56,7,0,69,56,54,,
1880,1,84,42,76,93,3,,,,,
1881,0,12,38,74,36,,,,,,
1882,2,21,98,90,40,2,,,,60,3.5
1883,1,90,15,55,19,2,,,,,
1884,1,7,37,3,77,4,,,,,
1885,2,51,60,61,82,3,,,,72,3.84
1886,1,29,47,80,2,4,,,,,
1887,0,53,63,30,67,,,,,,
1888,2,23,57,9,90,3,,,,60,2.99
1889,2,90,6,81,52,4,,,,82,3.17
1890,1,7,18,98,98,4,,,,,
1891,2,38,61,21,52,3,,,,68,3.1
1892,0,62,90,9,99,,,,,,
1893,2,50,1,35,84,3,,,,61,3.47
1894,1,77,96,29,55,0,51,45,30,,
1895,1,55,7,2,70,4,,,,,
1896,2,93,80,94,33,0,72,56,76,84,2.3
1897,0,25,9,63,49,,,,,,
1898,1,40,70,67,35,0,57,87,23,,
1899,0,50,56,5,98,,,,,,
1900,0,48,42,37,31,,,,,,
1901,1,40,37,36,91,0,98,32,89,,
1902,0,21,30,31,76,,,,,,
1903,1,13,33,52,79,4,,,,,
1904,0,23,5,49,47,,,,,,
1905,1,1,6,70,43,1,9,47,,,
1906,0,75,30,82,26,,,,,,
1907,2,82,24,85,88,2,,,,96,3.27
1908,2,2,52,22,95,4,,,,89,2.93
1909,2,19,70,11,66,4,,,,87,3.04
1910,1,73,20,63,1,4,,,,,
1911,0,30,85,38,71,,,,,,
1912,0,48,36,77,2,,,,,,
1913,1,17,63,78,57,2,,,,,
1914,1,13,61,11,72,0,42,98,68,,
1915,2,18,73,1,61,3,,,,64,2.44
1916,2,52,32,53,63,1,57,93,,95,4.0
1917,2,74,74,38,25,1,91,15,,65,2.39
1918,0,65,96,53,82,,,,,,
1919,0,36,8,23,23,,,,,,
1920,0,14,1,28,89,,,,,,
1921,0,16,4,22,41,,,,,,
1922,1,58,10,29,58,1,5,82,,,
1923,1,55,57,24,56,4,,,,,
1924,2,51,7,2,19,0,93,18,49,93,3.0
1925,0,48,40,25,48,,,,,,
1926,1,13,63,59,74,2,,,,,
1927,2,4,47,86,22,3,,,,67,3.01
1928,1,2,37,61,18,3,,,,,
1929,1,13,81,46,82,1,4,33,,,
1930,2,33,39,95,70,1,18,24,,76,3.15
1931,2,76,53,49,76,4,,,,98,3.16
1932,1,91,33,6,77,1,41,2,,,
1933,2,19,46,14,41,4,,,,68,3.31
1934,2,66,19,79,6,2,,,,72,3.21
1935,2,74,76,30,40,0,48,76,21,73,2.26
1936,2,74,52,29,16,3,,,,87,3.19
1937,2,81,93,19,85,0,35,39,68,79,3.29
1938,1,99,7,18,12,3,,,,,
1939,2,99,19,24,36,2,,,,82,3.42
1940,0,34,25,60,30,,,,,,
1941,1,46,84,80,79,2,,,,,
1942,1,16,43,71,92,0,86,45,37,,
1943,2,70,99,4,93,4,,,,89,3.15
1944,1,42,45,85,54,2,,,,,
1945,1,40,40,18,3,1,87,91,,,
1946,0,21,38,42,61,,,,,,
1947,0,20,97,63,27,,,,,,
1948,2,93,52,15,62,1,1,92,,71,2.94
1949,1,67,44,95,98,2,,,,,
1950,2,75,63,56,37,1,14,49,,69,3.35
1951,1,82,20,36,33,3,,,,,
1952,0,27,38,54,81,,,,,,
1953,1,9,27,18,71,4,,,,,
1954,1,70,2,31,33,2,,,,,
1955,2,74,97,66,8,4,,,,81,3.49
1956,0,77,25,43,6,,,,,,
1957,0,13,6,17,77,,,,,,
1958,0,2,63,61,8,,,,,,
1959,2,49,50,4,93,4,,,,78,2.9
1960,0,56,59,98,70,,,,,,
1961,2,52,19,23,3,1,14,59,,87,2.84
1962,0,71,35,61,26,,,,,,
1963,2,19,58,75,35,1,25,48,,86,3.75
1964,2,12,34,11,64,2,,,,98,3.69
1965,0,18,0,62,19,,,,,,
1966,1,99,42,13,3,1,88,16,,,
1967,0,93,7,48,63,,,,,,
