@RELATION student_profiles

@ATTRIBUTE profile_id NUMERIC
@ATTRIBUTE education_level NUMERIC
@ATTRIBUTE OL_subject_0_score NUMERIC
@ATTRIBUTE OL_subject_2_score NUMERIC
@ATTRIBUTE OL_subject_3_score NUMERIC
@ATTRIBUTE OL_subject_1_score NUMERIC
@ATTRIBUTE OL_subject_5_score NUMERIC
@ATTRIBUTE OL_subject_4_score NUMERIC
@ATTRIBUTE AL_stream NUMERIC
@ATTRIBUTE AL_subject_0_score NUMERIC
@ATTRIBUTE AL_subject_1_score NUMERIC
@ATTRIBUTE AL_subject_2_score NUMERIC
@ATTRIBUTE university_score NUMERIC
@ATTRIBUTE gpa NUMERIC

@DATA
2418, 2, 94, 76, 20, 55, 9, 44, 4, 91, 96, 32, 98, 3.28
2419, 0, 20, 85, 14, 83, 89, 85, null, null, null
2420, 2, 3, 57, 81, 93, 45, 35, 2, 38, 75, 51, 61, 3.84
2421, 1, 38, 49, 41, 27, 71, 99, 0, 62, 85, 18, null, null
2422, 2, 5, 73, 52, 96, 36, 91, 4, 19, 19, 77, 97, 3.1
2423, 2, 76, 81, 78, 55, 45, 76, 2, 12, 12, 59, 69, 3.23
2424, 0, 44, 18, 93, 19, 48, 30, null, null, null
2425, 0, 43, 76, 13, 69, 86, 27, null, null, null
2426, 2, 91, 56, 62, 44, 46, 72, 4, 38, 67, 12, 80, 3.95
2427, 1, 99, 26, 88, 84, 33, 5, 2, 97, 59, 39, null, null
2428, 2, 60, 94, 1, 28, 60, 22, 4, 20, 47, 99, 64, 3.28
2429, 0, 14, 22, 35, 96, 24, 9, null, null, null
2430, 2, 39, 81, 5, 2, 45, 62, 4, 52, 61, 44, 99, 3.8
2431, 1, 86, 8, 74, 31, 85, 97, 4, 86, 32, 38, null, null
2432, 2, 57, 97, 89, 9, 20, 9, 0, 6, 28, 80, 77, 3.7
2433, 1, 6, 13, 60, 28, 90, 1, 0, 31, 86, 62, null, null
2434, 0, 36, 53, 74, 42, 13, 10, null, null, null
2435, 1, 84, 97, 28, 58, 26, 82, 1, 15, 94, 50, null, null
2436, 1, 20, 68, 63, 28, 40, 17, 0, 15, 24, 83, null, null
2437, 2, 71, 10, 62, 44, 48, 95, 3, 22, 19, 15, 61, 3.27
2438, 1, 12, 75, 54, 21, 3, 34, 2, 40, 70, 15, null, null
2439, 2, 7, 99, 22, 25, 8, 78, 4, 92, 57, 24, 68, 2.93
2440, 0, 99, 30, 63, 97, 33, 78, null, null, null
2441, 0, 73, 91, 13, 51, 3, 4, null, null, null
2442, 2, 26, 16, 74, 16, 59, 15, 4, 32, 26, 56, 91, 2.88
2443, 1, 44, 42, 36, 39, 68, 9, 3, 89, 9, 57, null, null
2444, 0, 88, 14, 60, 23, 91, 96, null, null, null
2445, 0, 22, 61, 87, 79, 91, 5, null, null, null
2446, 1, 16, 73, 97, 91, 39, 2, 3, 0, 40, 64, null, null
2447, 0, 79, 67, 79, 74, 93, 55, null, null, null
2448, 2, 26, 84, 89, 40, 83, 11, 2, 20, 3, 15, 97, 3.33
2449, 1, 39, 83, 54, 66, 18, 80, 1, 55, 13, 71, null, null
2450, 2, 41, 83, 25, 73, 59, 13, 1, 94, 25, 10, 85, 3.39
2451, 2, 68, 8, 27, 47, 49, 69, 0, 66, 41, 27, 78, 3.21
2452, 2, 58, 10, 62, 65, 57, 73, 2, 45, 86, 6, 83, 3.55
2453, 0, 6, 80, 87, 23, 97, 39, null, null, null
2454, 2, 27, 88, 98, 46, 9, 82, 1, 1, 11, 26, 77, 3.29
2455, 1, 84, 91, 30, 28, 89, 75, 0, 97, 39, 30, null, null
2456, 2, 26, 49, 74, 93, 28, 59, 0, 77, 36, 38, 65, 3.43
2457, 2, 71, 28, 82, 23, 94, 71, 0, 4, 83, 42, 68, 2.91
2458, 0, 48, 56, 26, 3, 4, 0, null, null, null
2459, 1, 93, 40, 45, 69, 20, 84, 0, 90, 21, 84, null, null
2460, 2, 73, 38, 49, 35, 94, 47, 1, 12, 13, 60, 82, 3.78
2461, 2, 32, 39, 15, 32, 63, 53, 1, 83, 34, 58, 95, 2.64
2462, 0, 89, 81, 39, 35, 25, 45, null, null, null
2463, 2, 17, 62, 56, 45, 33, 6, 4, 26, 14, 39, 71, 3.49
2464, 2, 37, 53, 53, 26, 23, 39, 0, 69, 99, 67, 71, 3.24
2465, 1, 67, 71, 69, 80, 61, 22, 4, 11, 69, 77, null, null
2466, 2, 66, 86, 18, 77, 3, 39, 0, 55, 51, 90, 96, 2.98
2467, 1, 21, 64, 28, 1, 92, 30, 0, 42, 89, 92, null, null
2468, 1, 25, 20, 87, 78, 47, 59, 0, 94, 45, 30, null, null
2469, 1, 21, 9, 27, 47, 66, 8, 2, 97, 83, 69, null, null
2470, 2, 34, 0, 40, 59, 46, 66, 1, 42, 45, 98, 64, 3.28
2471, 0, 33, 70, 8, 77, 67, 43, null, null, null
2472, 2, 8, 21, 54, 77, 61, 41, 2, 60, 38, 36, 81, 4.0
2473, 1, 26, 33, 68, 80, 22, 93, 0, 0, 92, 90, null, null
2474, 1, 72, 67, 54, 69, 53, 62, 2, 70, 97, 37, null, null
2475, 1, 66, 27, 3, 87, 48, 21, 4, 63, 13, 69, null, null
2476, 2, 37, 95, 85, 14, 43, 25, 4, 3, 5, 28, 73, 2.37
2477, 2, 23, 8, 58, 23, 59, 65, 1, 86, 23, 5, 89, 3.11
2478, 1, 88, 15, 51, 30, 60, 69, 2, 56, 0, 39, null, null
2479, 2, 34, 44, 64, 57, 47, 80, 1, 83, 81, 55, 62, 2.76
2480, 2, 55, 42, 55, 14, 50, 42, 1, 92, 32, 25, 61, 2.88
2481, 2, 63, 94, 44, 32, 70, 41, 4, 7, 70, 13, 78, 3.55
2482, 0, 62, 43, 65, 78, 53, 93, null, null, null
2483, 2, 43, 14, 88, 79, 95, 40, 3, 60, 24, 92, 70, 2.8
2484, 2, 89, 87, 17, 2, 92, 32, 2, 23, 37, 0, 88, 3.0
2485, 0, 52, 47, 8, 63, 45, 37, null, null, null
2486, 2, 81, 63, 85, 20, 69, 38, 3, 38, 79, 14, 97, 3.41
2487, 0, 40, 13, 76, 97, 1, 82, null, null, null
2488, 1, 9, 0, 3, 14, 69, 1, 2, 52, 91, 7, null, null
2489, 2, 25, 77, 18, 18, 67, 1, 2, 49, 27, 12, 63, 3.17
2490, 1, 18, 1, 96, 1, 30, 87, 0, 60, 40, 35, null, null
2491, 0, 24, 87, 51, 28, 93, 79, null, null, null
2492, 2, 54, 34, 27, 63, 25, 99, 4, 3, 38, 97, 98, 2.62
2493, 1, 96, 44, 5, 57, 36, 14, 1, 86, 19, 35, null, null
2494, 0, 96, 7, 31, 92, 54, 27, null, null, null
2495, 1, 49, 83, 68, 41, 89, 56, 3, 39, 6, 17, null, null
2496, 1, 71, 57, 8, 51, 78, 54, 3, 80, 91, 49, null, null
2497, 2, 17, 77, 99, 5, 60, 21, 2, 91, 38, 19, 70, 3.08
2498, 2, 3, 58, 25, 28, 43, 99, 0, 51, 38, 18, 79, 3.05
2499, 2, 99, 36, 12, 91, 48, 84, 1, 36, 84, 97, 97, 3.67
2500, 1, 41, 31, 3, 91, 90, 65, 1, 79, 45, 73, null, null
2501, 0, 93, 17, 79, 80, 22, 72, null, null, null
2502, 0, 69, 75, 83, 1, 35, 97, null, null, null
2503, 0, 55, 78, 13, 98, 85, 33, null, null, null
2504, 0, 91, 1, 44, 50, 81, 25, null, null, null
2505, 2, 25, 54, 10, 13, 26, 41, 0, 96, 16, 77, 64, 3.76
2506, 1, 3, 16, 55, 35, 18, 57, 1, 88, 52, 27, null, null
2507, 1, 39, 22, 53, 85, 35, 70, 3, 63, 88, 17, null, null
2508, 0, 35, 54, 41, 65, 46, 18, null, null, null
2509, 0, 54, 90, 39, 87, 69, 9, null, null, null
2510, 0, 99, 41, 33, 40, 17, 98, null, null, null
2511, 2, 84, 18, 86, 18, 50, 90, 2, 61, 38, 23, 86, 4.0
2512, 1, 3, 46, 83, 70, 89, 37, 0, 58, 58, 32, null, null
2513, 2, 63, 65, 98, 90, 38, 11, 2, 80, 64, 23, 97, 3.24
2514, 2, 65, 88, 56, 37, 83, 18, 4, 43, 50, 21, 79, 3.05
2515, 1, 34, 11, 19, 51, 95, 42, 4, 25, 97, 94, null, null
2516, 0, 90, 96, 49, 80, 72, 0, null, null, null
2517, 1, 77, 85, 5, 29, 66, 28, 1, 35, 91, 69, null, null
2518, 1, 81, 83, 67, 11, 43, 87, 1, 43, 56, 2, null, null
2519, 1, 5, 97, 11, 61, 93, 24, 1, 45, 96, 55, null, null
2520, 0, 46, 99, 9, 99, 23, 49, null, null, null
2521, 0, 42, 73, 49, 85, 23, 4, null, null, null
2522, 2, 58, 89, 44, 0, 19, 15, 1, 95, 32, 73, 71, 3.46
2523, 1, 16, 73, 91, 92, 24, 61, 4, 20, 37, 38, null, null
2524, 0, 8, 97, 96, 66, 17, 19, null, null, null
2525, 1, 4, 2, 16, 62, 30, 34, 0, 11, 77, 64, null, null
2526, 0, 96, 5, 99, 46, 83, 77, null, null, null
2527, 2, 75, 95, 93, 7, 58, 50, 3, 36, 77, 74, 92, 3.56
2528, 0, 67, 74, 98, 53, 29, 55, null, null, null
2529, 1, 6, 40, 23, 95, 15, 27, 0, 73, 14, 81, null, null
2530, 1, 4, 26, 68, 32, 74, 1, 4, 18, 63, 70, null, null
2531, 1, 38, 31, 16, 18, 24, 39, 1, 0, 98, 96, null, null
2532, 1, 89, 25, 25, 59, 3, 92, 0, 59, 97, 17, null, null
2533, 2, 40, 81, 34, 2, 99, 46, 1, 58, 61, 23, 94, 3.49
2534, 1, 84, 71, 43, 43, 57, 34, 4, 26, 93, 62, null, null
2535, 2, 44, 59, 77, 77, 25, 80, 0, 0, 61, 83, 64, 3.32
2536, 2, 80, 99, 67, 67, 13, 20, 0, 61, 26, 85, 72, 3.87
2537, 2, 44, 1, 38, 92, 51, 93, 3, 29, 7, 19, 96, 3.87
2538, 0, 44, 72, 52, 92, 11, 78, null, null, null
2539, 1, 54, 89, 66, 98, 73, 63, 1, 95, 20, 66, null, null
2540, 2, 91, 20, 78, 46, 65, 74, 3, 1, 15, 4, 97, 3.24
2541, 1, 30, 71, 48, 44, 25, 33, 2, 97, 67, 13, null, null
2542, 1, 78, 14, 83, 85, 61, 79, 0, 79, 50, 17, null, null
2543, 0, 33, 95, 29, 47, 1, 81, null, null, null
2544, 0, 61, 72, 13, 78, 18, 7, null, null, null
2545, 2, 39, 30, 98, 64, 71, 87, 2, 41, 94, 9, 74, 2.47
2546, 1, 35, 84, 61, 39, 48, 56, 0, 32, 52, 22, null, null
2547, 2, 72, 84, 55, 53, 83, 51, 3, 7, 23, 28, 63, 3.15
2548, 0, 53, 0, 80, 64, 78, 43, null, null, null
2549, 0, 22, 78, 69, 27, 92, 35, null, null, null
2550, 1, 7, 91, 50, 0, 77, 9, 2, 37, 6, 94, null, null
2551, 1, 50, 30, 24, 3, 11, 32, 0, 90, 31, 77, null, null
2552, 2, 56, 42, 5, 59, 63, 80, 2, 91, 56, 16, 69, 3.21
2553, 0, 47, 59, 27, 29, 5, 62, null, null, null
2554, 0, 39, 81, 60, 45, 26, 35, null, null, null
2555, 2, 51, 43, 52, 59, 77, 37, 4, 80, 48, 84, 65, 3.27
2556, 0, 54, 20, 86, 37, 21, 56, null, null, null
2557, 2, 96, 21, 73, 34, 93, 86, 0, 99, 50, 71, 63, 3.63
2558, 1, 48, 70, 91, 76, 11, 29, 1, 93, 1, 96, null, null
2559, 2, 97, 94, 90, 65, 33, 54, 1, 79, 19, 8, 79, 3.56
2560, 0, 71, 39, 77, 53, 58, 14, null, null, null
2561, 2, 59, 98, 25, 5, 22, 55, 1, 28, 34, 85, 64, 2.81
2562, 1, 22, 82, 14, 89, 5, 38, 1, 29, 60, 55, null, null
2563, 2, 54, 22, 76, 3, 60, 10, 4, 21, 43, 32, 82, 2.65
2564, 0, 10, 79, 0, 79, 74, 79, null, null, null
2565, 1, 82, 11, 39, 63, 64, 96, 0, 68, 4, 6, null, null
2566, 1, 45, 29, 17, 90, 78, 74, 2, 15, 83, 16, null, null
2567, 2, 40, 49, 97, 56, 38, 64, 4, 13, 6, 72, 64, 3.36
2568, 1, 83, 32, 85, 92, 83, 68, 2, 38, 29, 10, null, null
2569, 0, 99, 20, 12, 48, 16, 11, null, null, null
2570, 2, 29, 32, 4, 0, 45, 53, 1, 7, 82, 12, 98, 3.17
2571, 1, 31, 68, 71, 39, 89, 48, 0, 44, 66, 43, null, null
2572, 0, 42, 54, 24, 88, 80, 61, null, null, null
2573, 1, 25, 90, 95, 76, 80, 4, 0, 94, 87, 2, null, null
2574, 2, 97, 99, 12, 23, 17, 61, 1, 8, 7, 74, 62, 2.88
2575, 0, 41, 27, 54, 10, 90, 23, null, null, null
2576, 2, 2, 42, 53, 25, 79, 19, 4, 84, 12, 52, 96, 3.22
2577, 1, 27, 7, 71, 44, 62, 36, 1, 97, 28, 97, null, null
2578, 0, 82, 26, 77, 38, 81, 6, null, null, null
2579, 2, 43, 78, 2, 73, 43, 7, 0, 33, 49, 24, 60, 3.44
2580, 2, 23, 90, 58, 83, 84, 42, 1, 72, 25, 22, 90, 2.94
2581, 0, 18, 30, 1, 30, 38, 8, null, null, null
2582, 1, 11, 7, 37, 85, 42, 66, 2, 58, 85, 58, null, null
2583, 1, 49, 62, 2, 40, 29, 71, 4, 46, 85, 10, null, null
2584, 2, 80, 46, 74, 83, 56, 28, 0, 66, 75, 78, 82, 3.15
2585, 0, 98, 43, 25, 28, 59, 21, null, null, null
2586, 2, 40, 4, 54, 2, 78, 74, 3, 53, 9, 71, 80, 3.33
2587, 1, 23, 61, 16, 86, 92, 29, 2, 52, 45, 50, null, null
2588, 2, 84, 59, 94, 97, 40, 79, 0, 69, 19, 9, 89, 3.77
2589, 0, 84, 11, 30, 30, 78, 2, null, null, null
2590, 0, 98, 35, 10, 3, 21, 61, null, null, null
2591, 1, 90, 23, 54, 41, 33, 74, 3, 41, 0, 9, null, null
2592, 2, 26, 71, 80, 5, 35, 25, 0, 34, 70, 94, 64, 3.26
2593, 0, 88, 46, 20, 95, 38, 38, null, null, null
2594, 2, 41, 64, 53, 47, 70, 23, 0, 42, 88, 98, 71, 2.92
2595, 0, 32, 70, 24, 32, 10, 24, null, null, null
2596, 2, 32, 99, 91, 45, 66, 37, 3, 24, 93, 78, 74, 3.22
2597, 1, 8, 72, 57, 71, 80, 73, 0, 28, 48, 83, null, null
2598, 0, 94, 26, 36, 21, 74, 81, null, null, null
2599, 2, 42, 38, 89, 95, 49, 61, 2, 14, 90, 31, 95, 3.16
2600, 1, 83, 61, 74, 64, 20, 83, 0, 24, 37, 47, null, null
2601, 1, 5, 7, 34, 46, 74, 95, 4, 90, 48, 55, null, null
2602, 2, 30, 61, 38, 59, 41, 51, 4, 59, 56, 47, 60, 3.24
2603, 0, 74, 90, 54, 52, 22, 3, null, null, null
2604, 2, 89, 70, 86, 85, 6, 12, 4, 77, 84, 10, 61, 3.07
2605, 1, 8, 92, 57, 45, 4, 7, 3, 0, 47, 10, null, null
2606, 2, 16, 15, 46, 30, 71, 81, 4, 99, 61, 66, 68, 3.5
2607, 1, 69, 25, 58, 24, 81, 82, 0, 81, 8, 76, null, null
2608, 1, 52, 3, 95, 83, 85, 39, 3, 57, 81, 74, null, null
2609, 0, 83, 55, 6, 59, 82, 59, null, null, null
2610, 2, 58, 17, 30, 52, 66, 71, 3, 95, 15, 23, 98, 3.22
2611, 1, 42, 28, 88, 80, 92, 58, 0, 23, 57, 53, null, null
2612, 1, 39, 33, 41, 55, 3, 58, 2, 2, 72, 48, null, null
2613, 1, 94, 61, 70, 84, 38, 53, 4, 95, 65, 80, null, null
2614, 2, 84, 10, 67, 2, 10, 70, 3, 5, 56, 56, 80, 2.96
2615, 1, 62, 32, 44, 67, 10, 86, 1, 63, 77, 98, null, null
2616, 2, 46, 37, 84, 65, 83, 8, 0, 22, 90, 71, 85, 3.86
2617, 0, 81, 35, 83, 81, 84, 56, null, null, null
2618, 0, 4, 15, 71, 55, 11, 69, null, null, null
2619, 0, 88, 7, 14, 80, 12, 76, null, null, null
2620, 2, 28, 25, 60, 10, 59, 52, 3, 66, 23, 51, 92, 2.77
2621, 0, 20, 65, 6, 83, 32, 52, null, null, null
2622, 0, 4, 2, 19, 17, 63, 59, null, null, null
2623, 0, 91, 29, 10, 49, 59, 88, null, null, null
2624, 0, 82, 54, 40, 43, 9, 37, null, null, null
2625, 2, 47, 65, 72, 10, 38, 96, 2, 70, 58, 45, 91, 3.49
2626, 0, 13, 16, 42, 60, 48, 67, null, null, null
2627, 2, 21, 33, 79, 81, 7, 44, 3, 12, 17, 48, 86, 2.89
2628, 0, 84, 57, 90, 85, 2, 72, null, null, null
2629, 0, 95, 74, 2, 71, 26, 94, null, null, null
2630, 2, 95, 61, 30, 26, 75, 36, 1, 69, 52, 56, 79, 3.02
2631, 2, 75, 30, 71, 60, 2, 64, 1, 26, 18, 69, 61, 2.97
2632, 1, 3, 29, 9, 57, 85, 52, 0, 44, 78, 11, null, null
2633, 1, 73, 35, 46, 16, 13, 23, 3, 82, 92, 93, null, null
2634, 1, 65, 33, 97, 99, 48, 80, 1, 73, 61, 32, null, null
2635, 2, 31, 60, 58, 82, 40, 91, 2, 4, 9, 26, 74, 2.64
2636, 1, 75, 96, 84, 91, 30, 60, 3, 4, 6, 24, null, null
2637, 2, 98, 59, 71, 42, 48, 75, 1, 96, 23, 63, 93, 2.63
2638, 2, 24, 83, 13, 30, 15, 34, 4, 96, 66, 8, 96, 3.15
2639, 2, 67, 80, 75, 16, 55, 45, 1, 5, 31, 41, 81, 3.07
2640, 1, 92, 25, 18, 14, 95, 6, 3, 92, 76, 60, null, null
2641, 2, 16, 53, 22, 51, 56, 13, 1, 37, 15, 12, 73, 2.85
2642, 2, 47, 38, 35, 74, 18, 94, 0, 68, 97, 67, 66, 2.95
2643, 2, 80, 95, 44, 24, 77, 36, 4, 17, 56, 96, 70, 2.8
2644, 2, 1, 26, 22, 50, 94, 39, 1, 87, 47, 58, 94, 2.72
2645, 2, 90, 59, 2, 22, 71, 2, 1, 44, 71, 77, 98, 3.32
2646, 1, 35, 3, 70, 8, 0, 52, 3, 47, 73, 65, null, null
2647, 1, 44, 3, 3, 18, 46, 0, 4, 59, 8, 5, null, null
2648, 1, 32, 3, 43, 60, 96, 75, 0, 75, 19, 96, null, null
2649, 1, 78, 46, 68, 24, 4, 87, 1, 52, 23, 85, null, null
2650, 1, 33, 66, 49, 26, 12, 70, 3, 83, 56, 6, null, null
2651, 1, 90, 22, 0, 43, 24, 12, 0, 53, 3, 82, null, null
2652, 0, 65, 39, 23, 59, 39, 47, null, null, null
2653, 0, 23, 57, 35, 90, 38, 19, null, null, null
2654, 1, 92, 76, 62, 43, 59, 62, 1, 87, 75, 68, null, null
2655, 2, 19, 80, 49, 32, 8, 47, 1, 27, 1, 23, 95, 3.05
2656, 0, 73, 30, 36, 56, 13, 66, null, null, null
2657, 2, 58, 85, 13, 52, 18, 54, 3, 6, 17, 57, 65, 3.78
2658, 1, 83, 91, 66, 11, 17, 19, 0, 56, 91, 77, null, null
2659, 2, 1, 38, 31, 20, 95, 0, 2, 64, 60, 35, 64, 2.72
2660, 1, 40, 59, 45, 30, 28, 12, 4, 89, 42, 87, null, null
2661, 1, 24, 21, 88, 58, 42, 96, 0, 38, 9, 20, null, null
2662, 2, 15, 88, 96, 26, 12, 9, 4, 65, 80, 38, 93, 3.03
2663, 0, 19, 59, 63, 54, 75, 19, null, null, null
2664, 1, 75, 85, 1, 43, 51, 42, 3, 60, 97, 9, null, null
2665, 0, 91, 48, 63, 45, 99, 34, null, null, null
2666, 2, 66, 8, 82, 44, 31, 65, 4, 84, 18, 82, 72, 3.12
2667, 0, 79, 21, 12, 67, 50, 96, null, null, null
2668, 0, 24, 38, 91, 37, 64, 27, null, null, null
2669, 1, 27, 93, 11, 20, 40, 90, 2, 92, 77, 90, null, null
2670, 2, 36, 12, 54, 89, 4, 39, 3, 72, 71, 47, 63, 3.07
2671, 1, 10, 37, 95, 19, 36, 64, 0, 35, 50, 25, null, null
2672, 2, 60, 19, 5, 33, 17, 65, 4, 87, 48, 82, 84, 3.45
2673, 0, 42, 73, 60, 15, 43, 71, null, null, null
2674, 1, 84, 91, 15, 62, 22, 64, 2, 6, 31, 9, null, null
2675, 1, 20, 91, 93, 75, 13, 20, 4, 14, 28, 11, null, null
2676, 1, 59, 10, 34, 99, 73, 59, 4, 77, 24, 56, null, null
2677, 1, 85, 42, 71, 37, 80, 47, 4, 94, 99, 74, null, null
2678, 1, 56, 90, 60, 12, 47, 32, 3, 10, 56, 15, null, null
2679, 2, 11, 26, 67, 98, 99, 71, 0, 26, 80, 7, 95, 3.19
2680, 2, 14, 61, 92, 89, 48, 59, 0, 17, 16, 4, 75, 3.67
2681, 2, 75, 52, 65, 72, 1, 81, 0, 88, 91, 92, 89, 3.41
2682, 0, 19, 0, 7, 25, 26, 30, null, null, null
2683, 0, 74, 49, 65, 97, 75, 14, null, null, null
2684, 1, 97, 52, 75, 34, 13, 36, 2, 35, 46, 49, null, null
2685, 1, 76, 69, 3, 64, 33, 43, 1, 29, 90, 45, null, null
2686, 2, 40, 72, 78, 69, 46, 78, 3, 64, 10, 47, 60, 3.43
2687, 2, 63, 30, 8, 87, 12, 35, 2, 35, 5, 74, 76, 3.68
2688, 1, 94, 52, 75, 85, 3, 72, 4, 71, 30, 48, null, null
2689, 0, 8, 97, 50, 36, 75, 5, null, null, null
2690, 1, 71, 71, 74, 76, 20, 37, 2, 38, 23, 80, null, null
2691, 0, 79, 79, 61, 37, 91, 18, null, null, null
2692, 2, 56, 1, 46, 91, 67, 52, 3, 71, 22, 71, 88, 2.92
2693, 0, 41, 73, 10, 96, 18, 16, null, null, null
2694, 0, 78, 24, 81, 65, 51, 28, null, null, null
2695, 1, 11, 21, 50, 36, 56, 90, 2, 2, 68, 85, null, null
2696, 0, 62, 61, 39, 12, 80, 9, null, null, null
2697, 0, 67, 74, 17, 32, 86, 2, null, null, null
2698, 2, 53, 10, 11, 10, 74, 74, 0, 40, 46, 97, 91, 2.97
2699, 1, 55, 28, 77, 17, 70, 67, 0, 55, 13, 8, null, null
2700, 2, 73, 26, 49, 41, 78, 76, 3, 48, 76, 61, 84, 2.93
2701, 1, 15, 33, 86, 32, 83, 15, 2, 87, 5, 63, null, null
2702, 2, 67, 25, 62, 22, 64, 39, 2, 50, 16, 72, 97, 4.0
2703, 2, 90, 54, 50, 39, 71, 76, 4, 10, 88, 31, 74, 3.31
2704, 1, 6, 18, 70, 26, 45, 84, 4, 36, 33, 14, null, null
2705, 0, 98, 3, 32, 38, 21, 51, null, null, null
2706, 1, 73, 70, 90, 68, 73, 52, 4, 21, 25, 51, null, null
2707, 1, 32, 26, 89, 91, 66, 88, 4, 66, 35, 3, null, null
2708, 1, 96, 67, 76, 98, 36, 26, 1, 41, 37, 82, null, null
2709, 2, 34, 9, 60, 63, 61, 75, 4, 82, 32, 87, 88, 3.79
2710, 2, 61, 54, 35, 57, 94, 53, 4, 90, 43, 73, 95, 3.14
2711, 0, 90, 98, 88, 20, 18, 88, null, null, null
2712, 0, 62, 49, 96, 54, 17, 23, null, null, null
2713, 0, 32, 79, 9, 86, 31, 57, null, null, null
2714, 2, 66, 80, 41, 72, 10, 87, 2, 12, 65, 55, 64, 3.57
2715, 1, 7, 47, 37, 27, 84, 98, 0, 96, 21, 15, null, null
2716, 0, 90, 32, 56, 32, 1, 92, null, null, null
2717, 1, 9, 77, 73, 58, 48, 74, 4, 2, 23, 66, null, null
2718, 1, 62, 19, 95, 55, 54, 16, 2, 80, 90, 88, null, null
2719, 0, 19, 13, 74, 92, 40, 19, null, null, null
2720, 1, 12, 48, 14, 15, 19, 62, 4, 94, 29, 51, null, null
2721, 0, 27, 95, 8, 34, 23, 46, null, null, null
2722, 1, 24, 55, 69, 88, 12, 76, 0, 10, 84, 15, null, null
2723, 1, 62, 2, 72, 8, 86, 84, 2, 0, 62, 3, null, null
2724, 2, 81, 52, 45, 59, 60, 34, 2, 95, 92, 80, 63, 3.64
2725, 1, 99, 34, 48, 42, 42, 82, 2, 65, 64, 18, null, null
2726, 1, 1, 84, 16, 62, 26, 38, 0, 69, 31, 16, null, null
2727, 1, 4, 68, 51, 92, 86, 49, 4, 85, 96, 95, null, null
2728, 1, 75, 1, 60, 76, 78, 2, 0, 79, 59, 59, null, null
2729, 0, 2, 61, 79, 14, 19, 82, null, null, null
2730, 2, 18, 52, 7, 53, 70, 23, 4, 78, 47, 4, 98, 2.98
2731, 2, 19, 43, 48, 72, 55, 14, 1, 0, 0, 90, 82, 3.48
2732, 0, 42, 23, 51, 8, 7, 26, null, null, null
2733, 1, 77, 19, 23, 64, 18, 57, 3, 22, 47, 80, null, null
2734, 0, 87, 17, 64, 86, 99, 19, null, null, null
2735, 2, 57, 4, 53, 79, 9, 72, 3, 30, 25, 46, 89, 3.88
2736, 1, 79, 47, 41, 55, 6, 81, 1, 44, 27, 49, null, null
2737, 1, 96, 8, 19, 54, 86, 41, 4, 60, 33, 26, null, null
2738, 0, 55, 10, 46, 34, 61, 90, null, null, null
2739, 1, 57, 32, 85, 66, 10, 21, 3, 46, 87, 95, null, null
2740, 2, 77, 61, 62, 93, 91, 29, 2, 59, 32, 14, 68, 3.27
2741, 2, 67, 64, 41, 34, 16, 79, 1, 44, 38, 17, 80, 3.27
2742, 0, 38, 93, 56, 91, 26, 97, null, null, null
2743, 0, 17, 16, 23, 83, 98, 11, null, null, null
2744, 1, 29, 11, 11, 5, 53, 8, 2, 84, 8, 50, null, null
2745, 1, 24, 13, 52, 85, 19, 24, 0, 79, 84, 55, null, null
2746, 0, 22, 42, 5, 54, 90, 43, null, null, null
2747, 0, 8, 50, 49, 37, 41, 79, null, null, null
2748, 1, 45, 38, 88, 76, 79, 82, 3, 44, 5, 61, null, null
2749, 0, 90, 9, 24, 0, 90, 61, null, null, null
2750, 1, 85, 80, 95, 42, 1, 61, 3, 64, 73, 75, null, null
2751, 0, 77, 2, 75, 2, 43, 24, null, null, null
2752, 0, 72, 62, 92, 95, 62, 2, null, null, null
2753, 0, 84, 13, 45, 45, 65, 38, null, null, null
2754, 1, 91, 23, 21, 91, 69, 60, 2, 11, 71, 22, null, null
2755, 1, 93, 47, 54, 23, 36, 41, 3, 77, 78, 47, null, null
2756, 1, 44, 64, 16, 46, 38, 20, 0, 81, 77, 15, null, null
2757, 2, 63, 33, 59, 59, 96, 82, 2, 34, 48, 41, 96, 3.64
2758, 1, 22, 32, 66, 1, 40, 41, 3, 14, 52, 2, null, null
2759, 0, 85, 88, 43, 69, 99, 75, null, null, null
2760, 0, 64, 95, 1, 48, 80, 53, null, null, null
2761, 0, 29, 57, 93, 58, 0, 29, null, null, null
2762, 2, 76, 59, 94, 43, 42, 3, 3, 74, 89, 99, 85, 3.18
2763, 2, 96, 47, 37, 54, 68, 8, 4, 28, 91, 46, 99, 3.06
2764, 0, 87, 79, 53, 97, 45, 94, null, null, null
2765, 2, 4, 2, 62, 80, 96, 79, 1, 38, 95, 60, 78, 3.7
2766, 2, 95, 22, 3, 42, 54, 35, 2, 80, 73, 91, 76, 3.26
2767, 2, 81, 93, 15, 39, 25, 98, 0, 23, 19, 20, 93, 3.44
2768, 2, 22, 53, 28, 60, 76, 21, 0, 89, 54, 28, 98, 3.05
2769, 2, 69, 13, 48, 95, 62, 51, 4, 59, 12, 34, 66, 3.09
2770, 2, 21, 97, 47, 17, 70, 69, 2, 84, 31, 32, 89, 2.79
2771, 0, 1, 6, 37, 25, 33, 57, null, null, null
2772, 0, 3, 88, 80, 43, 32, 21, null, null, null
